action,source,source_id,date_iso,youtube_title,description,tags,playlist,expected_file,source_url,agenda_url,minutes_url,note
upload,archiveorg,cochwy-Fourth_of_July_2014,2014-06-26,"Fourth of July 2014 — June 26, 2014","Fourth of July 2014 — City of Cheyenne, Wyoming — June 26, 2014.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Fourth_of_July_2014).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Fourth_of_July_2014.mp4,https://archive.org/details/cochwy-Fourth_of_July_2014,,,
upload,archiveorg,cochwy-How_to_Plant_A_Shrub_Cheyenne_Wyo.,2014-06-26,"How to Plant A Shrub (Cheyenne, Wyo.) — June 26, 2014","How to Plant A Shrub (Cheyenne, Wyo.) — City of Cheyenne, Wyoming — June 26, 2014.

Source: Internet Archive community collection (https://archive.org/details/cochwy-How_to_Plant_A_Shrub_Cheyenne_Wyo.).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-How_to_Plant_A_Shrub_Cheyenne_Wyo..mp4,https://archive.org/details/cochwy-How_to_Plant_A_Shrub_Cheyenne_Wyo.,,,
upload,archiveorg,cochwy-Lawn_Trimmer_Safety_2014,2014-06-26,"Lawn Trimmer Safety 2014 — June 26, 2014","Lawn Trimmer Safety 2014 — City of Cheyenne, Wyoming — June 26, 2014.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Lawn_Trimmer_Safety_2014).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Lawn_Trimmer_Safety_2014.mp4,https://archive.org/details/cochwy-Lawn_Trimmer_Safety_2014,,,
upload,granicus,435,2014-07-14,"Cheyenne City Council Meeting — July 14, 2014","City Council Meeting — City of Cheyenne, Wyoming — July 14, 2014.
Duration (Granicus): 02h 25m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/435?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=435
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=435

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip435_2014-07-14_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/435?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=435,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=435,
upload,granicus,438,2014-07-28,"Cheyenne City Council Meeting — July 28, 2014","City Council Meeting — City of Cheyenne, Wyoming — July 28, 2014.
Duration (Granicus): 01h 47m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/438?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=438
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=438

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip438_2014-07-28_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/438?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=438,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=438,
upload,granicus,440,2014-08-11,"Cheyenne City Council Meeting — August 11, 2014","City Council Meeting — City of Cheyenne, Wyoming — August 11, 2014.
Duration (Granicus): 00h 55m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/440?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=440
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=440

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip440_2014-08-11_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/440?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=440,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=440,
upload,granicus,442,2014-08-25,"Cheyenne City Council Meeting — August 25, 2014","City Council Meeting — City of Cheyenne, Wyoming — August 25, 2014.
Duration (Granicus): 00h 46m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/442?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=442
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=442

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip442_2014-08-25_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/442?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=442,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=442,
upload,archiveorg,cochwy-Mayor_Rick_Kaysen_Accepts_The_Ice_Bucket_Challenge,2014-08-29,"Mayor Rick Kaysen Accepts The Ice Bucket Challenge — August 29, 2014","Mayor Rick Kaysen Accepts The Ice Bucket Challenge — City of Cheyenne, Wyoming — August 29, 2014.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Mayor_Rick_Kaysen_Accepts_The_Ice_Bucket_Challenge).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Mayor_Rick_Kaysen_Accepts_The_Ice_Bucket_Challenge.mp4,https://archive.org/details/cochwy-Mayor_Rick_Kaysen_Accepts_The_Ice_Bucket_Challenge,,,
upload,granicus,444,2014-09-08,"Cheyenne City Council Meeting — September 8, 2014","City Council Meeting — City of Cheyenne, Wyoming — September 8, 2014.
Duration (Granicus): 02h 33m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/444?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=444
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=444

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip444_2014-09-08_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/444?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=444,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=444,
upload,granicus,447,2014-09-22,"Cheyenne City Council Meeting — September 22, 2014","City Council Meeting — City of Cheyenne, Wyoming — September 22, 2014.
Duration (Granicus): 01h 39m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/447?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=447
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=447

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip447_2014-09-22_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/447?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=447,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=447,
upload,granicus,449,2014-10-13,"Cheyenne City Council Meeting — October 13, 2014","City Council Meeting — City of Cheyenne, Wyoming — October 13, 2014.
Duration (Granicus): 00h 55m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/449?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=449
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=449

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip449_2014-10-13_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/449?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=449,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=449,
upload,granicus,451,2014-10-27,"Cheyenne City Council Meeting — October 27, 2014","City Council Meeting — City of Cheyenne, Wyoming — October 27, 2014.
Duration (Granicus): 01h 25m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/451?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=451
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=451

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip451_2014-10-27_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/451?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=451,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=451,
upload,granicus,453,2014-10-27,"Cheyenne City Council Meeting — October 27, 2014","City Council Meeting (Copy) — City of Cheyenne, Wyoming — October 27, 2014.
Duration (Granicus): 01h 25m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/453?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=453
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=453

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip453_2014-10-27_City_Council_Meeting_Copy.mp4,https://cheyenne.granicus.com/player/clip/453?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=453,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=453,
upload,granicus,454,2014-11-10,"Cheyenne City Council Meeting — November 10, 2014","City Council Meeting — City of Cheyenne, Wyoming — November 10, 2014.
Duration (Granicus): 00h 25m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/454?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=454
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=454

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip454_2014-11-10_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/454?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=454,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=454,
upload,granicus,455,2014-11-24,"Cheyenne City Council Meeting — November 24, 2014","City Council Meeting — City of Cheyenne, Wyoming — November 24, 2014.
Duration (Granicus): 01h 54m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/455?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=455
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=455

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip455_2014-11-24_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/455?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=455,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=455,
upload,granicus,457,2014-12-08,"Cheyenne City Council Meeting — December 8, 2014","City Council Meeting — City of Cheyenne, Wyoming — December 8, 2014.
Duration (Granicus): 03h 15m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/457?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=457
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=457

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip457_2014-12-08_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/457?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=457,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=457,
upload,granicus,461,2014-12-22,"Cheyenne City Council Meeting — December 22, 2014","City Council Meeting — City of Cheyenne, Wyoming — December 22, 2014.
Duration (Granicus): 02h 15m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/461?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=461
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=461

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip461_2014-12-22_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/461?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=461,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=461,
upload,granicus,462,2015-01-05,"Cheyenne City Council Meeting — January 5, 2015","Sine Die Meeting — City of Cheyenne, Wyoming — January 5, 2015.
Duration (Granicus): 00h 18m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/462?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=462
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=462

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip462_2015-01-05_Sine_Die_Meeting.mp4,https://cheyenne.granicus.com/player/clip/462?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=462,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=462,
upload,granicus,463,2015-01-05,"Cheyenne City Council Meeting — January 5, 2015","First Regular Meeting of the Governing Body — City of Cheyenne, Wyoming — January 5, 2015.
Duration (Granicus): 00h 15m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/463?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=463
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=463

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip463_2015-01-05_First_Regular_Meeting_of_the_Governing_Body.mp4,https://cheyenne.granicus.com/player/clip/463?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=463,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=463,
upload,granicus,466,2015-01-12,"Cheyenne City Council Meeting — January 12, 2015","City Council Meeting — City of Cheyenne, Wyoming — January 12, 2015.
Duration (Granicus): 02h 21m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/466?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=466
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=466

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip466_2015-01-12_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/466?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=466,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=466,
upload,granicus,468,2015-01-26,"Cheyenne City Council Meeting — January 26, 2015","City Council Meeting — City of Cheyenne, Wyoming — January 26, 2015.
Duration (Granicus): 00h 27m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/468?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=468
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=468

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip468_2015-01-26_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/468?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=468,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=468,
upload,granicus,470,2015-02-09,"Cheyenne City Council Meeting — February 9, 2015","City Council Meeting — City of Cheyenne, Wyoming — February 9, 2015.
Duration (Granicus): 00h 52m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/470?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=470
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=470

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip470_2015-02-09_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/470?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=470,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=470,
upload,granicus,472,2015-02-23,"Cheyenne City Council Meeting — February 23, 2015","City Council Meeting — City of Cheyenne, Wyoming — February 23, 2015.
Duration (Granicus): 07h 56m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/472?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=472
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=472

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip472_2015-02-23_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/472?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=472,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=472,
